"Id","Nimi","Ainekset","Valmistusohje","Huomio","Valmistuspvt","Arvio","Ominaisuus","Doshat","Luokka","Vuodenaika","Kasvikset","Kotimaa","Pisteet","Tyyppi","Suosikki","OmaLista","Author"
"1321","Perunasalaatti Korealaisella Käänteellä","1-2 annosta;;1/2 chilipalko;100 g varhaiskaalia;1/2 punasipuli (25 g);1 rkl suolaa;300 g uusia perunoita;1 1/2 rkl (riisi)viinietikkaa;1/2 rkl öljyä;1/2 rkl seesamöljyä ;2 tl sokeria;1 pieni valkosipulinkynsi hienonnettuna;1/2 tl inkivääriä raastettuna;suolaa ja mustapippuria","Halkaise chili ja poista siitä siemenet. Leikkaa chili, kaali ja punasipuli ohuiksi suikaleiksi. Kumoa suikaleet kulhoon ja lisää suola. Lisää vettä niin, että kasvikset juuri ja juuri peittyvät. Jätä seos huoneenlämpöön odottamaan.;Harjaa perunat puhtaiksi ja keitä ne kypsiksi.;Halkaise jäähtyneet perunat. Valuta ja puristele kaaliseoksesta vesi. Lisää kaalin joukkoon perunat sekä loput aineet. Sekoita. Peitä astia ja nosta salaatti jääkaappiin maustumaan muutamaksi tunniksi tai seuraavaan päivään.;;Voi tehdä myös perunattomana versiona ja keittää perunat erikeen.","","6.8.2009;8.8.2009","Hyvä","Laktoositon;Gluteiiniton;Munaton","","Salaatti (ruokaisa);Grilliruoan/lihan lisäke","Kesä","","Korea","0","Lisäkeruoka","0","",""
"1322","Cajun Lohta","n. 600g kirjolohta kuutioina; ;2 tl paprikajauhetta;1/2 tl jeeraa;1 tl oreganoa;1 tl valkosipulijauhetta;1 tl suolaa;1/2 tl valkopippuria;n. 1 rkl öljyä; ;1 sipuli puolitettuna ja ohuiksi siivuiksi leikattuna;1 punainen paprika suikaleina;pätkä kesäkurpitsaa paloiteltuna;1 prk Flora fraichea;öljyä paistamiseen","Sekoita mausteet ja öljy tasaiseksi tahnaksi, kaada kalapalojen joukkoon ja sekoita tasaisesti joka puolelle. Anna maustua mielellään jääkaapissa muutama tunti (ei välttämätöntä).;Käsittele kasvikset.;Kuumenna tilkka öljyä pannussa. Paista kalapalat lähes kypsiksi, lisää kasvikset. Kääntele varovasti muutaman minuutin ajan, lisää Flora fraiche, kuumenna.;Tarjoa lisäksi esim villiriisiä tai riisiä.","Tämä oli helppo ja nopea valmistaa ja lisäksi järjettömän hyvää!  -?? Kokeile!","","Ei testattu","Gluteiiniton;Sokeriton;Munaton","","Kalaruoka","Koko vuosi","","","0","Pääruoka","0","",""
"1323","Sinappiperunat","1 kg uuden sadon perunoita;2 tl suolaa keitinveteen;1 1/2 dl sinappia;1/2 dl rypsiöljyä;1 rkl omenaviinietikkaa;1 dl omenatäysmehua;2 valkosipulinkynttä;mustapippurirouhetta;1 tl suolaa;tilliä","Pese perunat hyvin. Kiehauta vesi, lisää suola ja perunat. Keitä juuri ja juuri kypsiksi. Kaada vesi pois.;Valmista kiehumisen aikana kastike. Kuori ja hienonna valkosipulinkynnet. Sekoita sinapin joukkoon öljy, etikka, omenatäysmehu, valkosipuli, mustapippurirouhetta, suola ja runsaasti hienonnettua tilliä.;Kuori kuumat perunat tarvittaessa, lohko ja sekoita joukkoon sinappikastike. Ripottele pinnalle vielä runsaasti tilliä. Tarjoa lämpimät perunat grillattujen makkaroiden ja raikkaan salaatin kanssa.","","","Ei testattu","Laktoositon;Gluteiiniton;Sokeriton;Munaton","","Grilliruoan/lihan lisäke","Kesä","","","0","Lisäkeruoka","0","",""
"1324","Rosmariiniperunat","1 kg uusia perunoita;2 rkl oliiviöljyä ;ripaus karkeata suolaa;ripaus sokeria;3 valkosipulinkynttä;tuore rosmariinin oksa tai 1 rkl kuivattua rosmariinia;","Pese perunat ja keitä niitä suolalla maustetussa vedessä noin 10 minuuttia. Kaada vesi pois.;Kumoa perunat kuumalle paistipannulle. Lorauta joukkoon oliiviöljy ja ripottele pinnalle hyppysellinen sokeria. Pyörittele perunoita pannulla ja anna niiden ruskistua.;Kun perunat alkavat tuntua kypsiltä, lisää valkosipulinkynnet ja rosmariininoksa. Pyöräyttele vielä hetki ja mausta suolalla.","","26.7.2006 23.7.2025","Hyvä","Laktoositon;Gluteiiniton;Munaton","","Grilliruoan/lihan lisäke","Kesä","","","0","Lisäkeruoka","0","",""
"1325","Viipaloidut Munakoisot","2 munakoisoa;1,5 dl oliiviöljyä;2 valkosipulinkynttä;3 rkl hienonnettua minttua;yhden sitruunan mehu suolaa","Viipaloi pari munakoisoa pitkittä ja laita palat uuniritilälle grillivastuksen alle. Ruskista viipaleet kummaltakin puolelta ja lado tarjoilu astiaan.;;Sekoita tehosekoittimessa öljy, sitruunamehu, valkosipulinkynnet, minttu ja suola. Kaada marinadi viipaleiden päälle ja anna imeytyä 2-3 tuntia.;;Tarjoa paahtoleivän päällä.","","","Ei testattu","Laktoositon;Gluteiiniton;Sokeriton;Munaton;Maidoton","","Grilliruoan/lihan lisäke","Koko vuosi","","","0","Lisäkeruoka;Iltapalaruoka","0","",""
"1326","Lipstikkakeitto","5 dl vettä;1 kanaliemikuutio;2 valkosipulinkynttä;2 kesäkurpitsaa;kahvikupillinen tuoretta lipstikkaa;paketti mustaa Koskenlaskijaa","Keitä vihreitä aineksia kanaliemessä. Kun kesäkurpitsat ovat pehmeitä, lisää sulatejuusto. Anna juuston sulaa ja soseuta keito sauvasekoittimella. Lisää halutessasi suolaa ja mustapippuria.","","","Hyvä","Gluteiiniton;Sokeriton;Munaton","","Keitto","Kesä","lipstikka","","0","Iltapalaruoka","0","",""
"1327","Vuohenjuusto-Munakoisokakku","2-3 voileipäkakkua;;1 vaalea vuokaleipä;1 ruisvuokaleipä;1-2 dl kasvislientä;;Munakoisotahna;1 1/2 kg munakoisoja;2 rlk sitruunaoliiviöljyä;n 3 tl suolaa;3 rlk tomaattipyreetä;3 rlk balsamiviinietikkaa;1 rlk sokeria;1-3 valkosipulinkynttä;ruukku basilikaa;;lisäksi;5-6 prk (a 150 g) pehmeää vuohenjuustoa;;kuorrutus;1 prk (noin 350 g) kevytmajoneesia;2 prk (a 1 20 g) smetanaa;2-3 dl juustoraastetta;;koristeeksi luumu- tai kirsikkatomaatteja;tuoreita yrttejä","1. Valmista ensin munakoisotahna. Halkaise munakoisot pituussuunnassa ja laita leivinpaperin päälle uunipellille. Paista uunin keskitasolla 1 75 asteessa tunti. Kaavi sisus isoon kulhoon.;2. Mittaa kaikki tahnaainekset kulhoon ja soseuta esimerkiksi sauvasekoittimella. Tarkista maku ja lisää halutessasi suolaa tai muita haluamiasi makuja. Sekoita joukkoon pehmeä vuohenjuusto. Anna vetäytyä jääkaapissa pari tuntia tai yön yli peitettynä.;3. Leikkaa leivät pituussuunnassa pitkiksi viipaleiksi. Kostuta kaikki viipaleet kasvisliemellä, vaaleita viipaleita vähemmän, ruisviipaleita vähän enemmän.;4. Levitä leipäviipaleille reilusti munakoisotahnaa. Kokoa kakut siten, että yhteen kakkuun tulee noin 4 kerrosta.;5. Kääri kakut tiukasti leivinpaperiin ja nosta tarjottimen päällä kylmään yöksi. Voit laittaa kevyen painon kakkujen päälle.;6. Valmista kuorrutus sekoittamalla kaikki aineet yhteen. Levitä kuorrutetta veitsen avulla kakkujen päälle.;7. Koristele haluamallasi tavalla. Yrtit kannattaa laittaa päälle vasta juuri ennen tarjoilua, sillä ne nuukahtavat melko nopeasti.;Vinkki Älä kostuta leipälevyjä liikaa. Ne kostuvat yön aikana myös täytteestä.","maitoa vain vuohenjuustossa","","Ei testattu","Munaton","","Suolainen piiras","Koko vuosi","","","0","Bileruoka;Leivonnainen","0","",""
"1328","Possunkyljykset Vietnamilaiseen Tapaan","4 maustamatonta porsaankyljystä;;Marinadi;1/2 punainen chili;4 valkosipulinkynttä hienonnettuna;1/4 tl rouhittua mustapippuria;1 tl viismaustetta;1 rkl kalakastiketta;1 1/2 tl seesamiöljyä;1 rkl soijakastiketta;;Kastike;1/2 chili;1 valkosipulinkynsi hienonnettuna;1/2 dl limetin mehua;3 rkl sokeria;3/4 dl vettä;5 rkl kalakastiketta;2 rkl porkkanaa raastettuna;;Koristeeksi basilikaa","Nuiji porsaankyljykset kevyesti leikkuulaudalla. Halkaise chilipalko, poista siemenet ja leikkaa chili ohuiksi viipaleiksi, säästä puolet kastikkeeseen. Sekoita kaikki marinadin ainekset hyvin keskenään.;Levitä marinadi porsaankyljyksien päälle ja nosta ne maustumaan kylmään vähintään muutamaksi tunniksi.;Sekoita kastikkeen aineet keskenään hyvissä ajoin maustumaan.;Ota kyljykset ajoissa huoneenlämpöön. Kuumenna grilli. Pyyhkäise marinadi lihan pinnasta pois ja nosta lihat grilliritilälle. Paahda kyljyksiä noin 10 minuuttia kerran kääntäen, kunnes pinta on kauniin ruskea. Koristele basilikalla.;Tarjoa porsaankyljykset kastikkeen, keitetyn riisin ja salaatin kera.","","","Ei testattu","Laktoositon;Gluteiiniton;Munaton","","Grillattavaa","Kesä","","Vietnam","0","Pääruoka","0","",""
"1329","Grillinektariinit","4 nektariinia;1 dl fariinisokeria;2 tl vanilliinisokeria;;Tarjoiluun vaniljajäätelöä;;Koristeeksi mintunlehtiä;;Lisäksi 4 alumiinifoliopalaa","Repäise foliosta 4 palaa (noin 25x25 cm). Halkaise nektariinit. Poista kivet. Nosta kaksi puolikasta yhden foliopalan päälle leikkauspinta ylöspäin. Ripottele päälle fariini- ja vanilliinisokeria. Sulje foliot ja paista grillissä 5 - 10 minuuttia. ;;Poista foliokääre ja tarjoa vaniljajäätelön kera. Koristele halutessasi tuoreella mintulla","","26.7.2006","Hyvä","Laktoositon;Gluteiiniton;Munaton","","Grillattavaa","Kesä","minttu","","0","Jälkiruoka","0","",""
"1330","Nopea Kurkkukeitto","1 kurkku;1 valkosipulinkynsi paloiteltuna;4 dl maustamatonta jogurttia;2 rkl tuoretta minttua tai 1 tl kuivattua minttua;1/4 tl rouhittua mustapippuria;1/2-1 tl yrttisuolaa;3 rkl juoksevaa hunajaa;1 sitruunan mehu;(jääpaloja);;Koristeeksi tuoretta minttua","Kätevimmin valmistat keiton tehosekoittimessa tai monitoimikoneessa. Huuhdo kurkku ja leikkaa pienemmiksi paloiksi suoraan koneen kulhoon. Lisää valkosipulinkynsi, jogurtti, minttu, mustapippuri, suola, hunaja ja sitruunamehu. Sulje kansi, käynnistä kone ja anna käydä, kunnes keitto on tasaista.;Kaada kurkkukeitto annoslaseihin juuri ennen tarjoilua ja koristele tuoreella mintulla.;;Lisää helteisenä kesäpäivänä tehosekoittimeen muutama jääpala, jotta keitosta tulee virkistävän kylmää.","","","Ei testattu","Gluteiiniton;Munaton","","Keitto","Koko vuosi","minttu","","0","Alkuruoka;Iltapalaruoka","0","",""
"1331","Keltainen Keitto","1 kg keltaista paprikaa;1/2 kg porkkanaa;1/2 kg sipulia;1 solo-valkosipuli;1,5 l vettä;1 tlk kookosmaitoa;4 dl valkoviiniä tai kuivaa sherryä (tai 2 dl molempia);2 yrttifondikuutiota;2 laakerinlehteä;1 rkl sokeria;1 rkl curryä;0,75 rkl suolaa;1/2 tl cayennenpippuria;1/2 tl mustapippuria;2 dl appelsiinin mehua;1/2 dl sitruunamehua;;Tarjoiluun;1,5 l kantarelleja;0,5 dl voita;suolaa, mustapippuria;1,5 pkt (A 170 g) pekonia","Kuumenna uunin grillivastukset. Halkaise paprikat ja poista siemenet. Kuori porkkanat, sipulit sekä valkosipulit ja paloittele ne lohkoiksi.;Aseta paprikat uunipannulle halkaisupinta alaspäin ja lisää myös muut kasvikset. Paahda kasviksia uunissa, kunnes ne ovat saaneet ruskeita pilkkuja.;Sujauta paprikat kuumina muovipussiin. Höyry höllentää kuoren. Kun paprikat ovat jäähtyneet kosketeltaviksi, poista niistä kuoret.;Nosta kasvikset 5 litran kattilaan ja lisää kaikki aineet lukuun ottamatta appelsiinin ja sitruunan mehuja. Keitä kannen alla noin 1 1/2 tuntia. Soseuta keitto, lisää mehut ja tarkista maku.;Puhdista kantarellit (pienennä suurimmat) ja paista ne pannulla voissa. Mausta sienet suolalla ja mustapippurilla. Siirrä sienet kulhoon. Leikkaa pekoni saksilla paloiksi ja paista palat pannulla rapeiksi.;;Tarjoa sieniä ja pekonia erikseen keiton rinnalla. Jokainen ruokailija voi höystää keittonsa oman makunsa mukaan.;;Voit halutessasi tehostaa keiton keltaista väriä teelusikallisella kurkumaa.","","","Ei testattu","Laktoositon;Gluteiiniton;Munaton;Maidoton","","Keitto","Koko vuosi","","","0","Iltapalaruoka","0","",""
"1332","Mustajuurimuhennos","300 g mustajuurta;vettä;suolaa;;Muhennos;1 sipuli;2 rkl voita tai margariinia;1 rkl vehnäjauhoja;2 dl maitoa;100 g yrteillä maustettua tai maustamatonta tuorejuustoa;1/2 tl suolaa;1/4 tl rouhittua valkopippuria;2 kevätsipulia","Kuori mustajuuret kylmän, juoksevan veden alla. Säilytä kypsennystä odottavat mustajuuret tummumisen estämiseksi kylmässä vedessä. Kuumenna noin 5 desiä suolalla maustettua vettä kiehuvaksi. Paloittele mustajuuret ja keitä palat melkein kypsiksi. Kokeile kypsyys veitsenkärjellä tai tikulla pistäen. Valuta keitinvesi pois.;Kuori ja silppua sipuli. Kuumenna rasva paksupohjaisessa kattilassa ja pehmitä sipulikuutiot rasvassa, mutta älä ruskista. Ripottele vehnäjauhot sipulikuutioiden päälle, sekoita ja kaada maito kertakaatona kattilaan koko ajan sekoittaen. Lisää tuorejuusto ja anna muhennoksen porista miedolla lämmöllä 5 minuuttia.;Lisää mustajuuripalat sekä mausteet ja jatka kypsentämistä vielä 2 - 3 minuuttia. Silppua kevätsipulit ja ripottele silppu pinnalle.;;Tarjoa esim. hiillostetun kalan kanssa.","","","Ei testattu","Munaton","","Grilliruoan/lihan lisäke","Koko vuosi","","","0","Lisäkeruoka","0","",""
"1333","Peten Orange Moon","Kossua / vodkaa;Karpalo-vodkaa;Aprikoosi-likööriä;Pommac","Sekoitetaan 1,5 litran mummon sekamehu-tölkkiin. Nautitaan lämpimänä festareilla.","Petollinen!","23.6.1990","Herkku","Laktoositon;Gluteiiniton;Munaton","","Drinkki;Booli","Kesä","","","0","Juoma","0","",""
"1334","Purjo-Perunakeitto","perunoita ;kaksi pientä tai yksi iso purjo ;pari punaista paprikaa ;öljyä tai margariinia ;yrttisuolaa, paprikaa, pippuria, oreganoa, ripaus chiliä","Purjoperunakeitto on kovin helppo tehdä ja maittavakin. Kuori ja pilkkoa perunat, pese ja leikkaa purjot ja pane nämä kiehumaan kattilaan. Mausta. Kun keitto on kiehunut jonkin aikaa ja perunat alkavat olla pehmeitä, lisää pieniksi pilkotut paprikat ja öljy tai margariini. Siinäpä se","","","Ei testattu","Gluteiiniton;Munaton;Maidoton","","Keitto","Koko vuosi","","","0","Iltapalaruoka","0","",""
"1335","Ihan Jees Perunasalaatti","10 pottua ;½ dl öljyä (esim. oliivi-) ;puolikas sitruuna ;ruukullinen ruohosipulia (tai pätkä purjoa) ;tuoretta tilliä (tai persiljaa);2 valkosipulin kynttä ;suolaa, pippuria, chiliä ;seesaminsiemeniä","Keitä potut. Duunaa sillä aikaa kastike sekoittamalla öljy, puolikkaan sitruunan mehu, pieneksi silputtu sipuli ja yrtit, murskattu valkosipuli sekä mausteet. Paahda seesaminsiemeniä pannulla hetki. Kuori potut, pilko ja sotke kaikki ainekset. ;;Makua voi varioida lisäämällä suolakurkkua, omenaa tai tuoretta persiljaa. Myös maustamaton jogurtti tekee terää. Älä kuitenkaan käytä sitä yhdessä sitruunan kanssa, sillä muuten käy huonosti. ;;Perunasalaattia voi tehdä kerralla ison satsin, johon voi palata useana päivänä. Ruokaisana se sopii välipalaksi ja jonkin muun evään kera vaikka ateriaksikin.","","3.6.2007","Hyvä","Gluteiiniton;Munaton","","Salaatti (ruokaisa)","Kesä","ruohosipuli;tilli","","0","Lisäkeruoka","0","",""
"1336","Caponata (+ Karitsan Fileet)","eli kirpeä sisilialainen kasvis-muhennos;;2 (600 g) keskikokoista munakoisoa;4-5 vartta lehtiselleriä;1 iso mieto sipuli;2 tlk (a 400 g) kuorittuja tomaatteja;1 dl kivettömiä, vihreitä oliiveja;1 dl oliiviöljyä;1/2 tl sokeria;3 rkl kapriksia;5-6 rkl valkoviinietikkaa;nippu tuoreita basilikanlehtiä;suolaa ja rouhittua pippuria;;Karitsanfileet;12 kpl (noin 2 kpl/ annos) kotimaista karitsanfileetä;tuoreita rosmariinin­oksia;suolaa ja rouhittua pippuria","1. Leikkaa munakoisot kuutioiksi ja pane siivilään. Nosta siivilä kulhon päälle ja ripottele pinnalle suolaa. Jätä hikoilemaan noin tunniksi.;2. Huuhdo ja siisti sellerit ja säästä sellerinlehdet. Leikkaa varret noin kolmen sentin paloiksi. Kuori ja leikkaa;sipuli pieniksi kuutioiksi. Valuta säilyketomaatit. Säästä liemi johonkin toiseen ruokaan. Halkaise oliivit.;3. Kuumenna 4 rkl oliiviöljyä kattilassa. Kuulleta siinä sipulit ja lisää selleripalat. Kuullota vielä pari minuuttia. Mausta sokerilla, suolalla ja pippurilla. Lisää oliivipalat, valutetut tomaatit ja kaprikset. Keitä miedolla lämmöllä ilman kantta noin 15 minuuttia. Sekoita silloin tällöin.;4. Huuhdo tällä välin munakoisokuutiot ja painele kuiviksi talouspaperilla.;5. Kuumenna loput öljystä paistinpannulla ja paista kuutiot pienissä erissä nopeasti ruskeapintaisiksi. Nosta talouspaperille valumaan.;6. Kumoa munakoisokuutiot kattilaan. Mausta seos viinietikalla. Keitä vielä 15 minuuttia. Tarkista maku ja lisää tarvittaessa suolaa ja pippuria.;7. Koristele ruuan pinta silputulla basilikalla ja sellerinlehdillä. Myös keitetyt munanlohkot käyvät koristeeksi.;8. Tarjoa caponata haaleana grillattujen, suolalla ja pippurilla maustettujen karitsanfileiden kanssa. Fileiden päälle sopii rosmariininoksa.;;Caponata sopii hyvin myös alkuruuaksi leivän tai riisin kanssa tarjottuna.","Kokeile!!","","Ei testattu","Laktoositon;Gluteiiniton;Munaton","","Grilliruoan/lihan lisäke","Kesä","basilika","Italia","0","Alkuruoka;Pääruoka","0","",""
"1337","Seesami Broileri","500 g broilerin rintafileetä;1 dl makeaa soijakastiketta;2 rkl öljyä;hiukan chiliä tai tabascoa;seesaminsiemeniä;;(puutikkuja)","Leikkaa fileet kuutioiksi ja sekoita joukkoon muut aineet. Anna maustua puolisen tuntia. Jos haluat, liota puiset grillitikut vedessä ja pujota lihat vartaisiin. Tai paista sellaisenaan.;;Kypsennä 225 asteisessa uunissa 10 minuuttia tai grillissä viitisen minuuttia.","Helppo!","14.12.2007 9.3.2024 9.7.2024 13.9.2025","Hyvä","Laktoositon;Gluteiiniton;Kevyt","Lauri","Kanaruoka","Kesä","","Itämainen","0","Pääruoka","0","",""
"1338","Marjamousse Tofusta","300 g pehmeää tofua (silken tofu);2 dl puolukoita /tai muita marjoja);4 rkl makeutusjauhetta tai sokeria","Soseuta tofu ja puolukat tasaiseksi vaahdoksi monitoimikoneessa tai tehosekoittimessa. Lisää joukkoon makeutusaine. Jaa tarjoiluastioihin ja tarjoile heti.","Helppo!","7.4.2007","Ok","Laktoositon;Gluteiiniton;Sokeriton;Munaton","Lauri","Marjajälkkäri","Koko vuosi","","","0","Jälkiruoka","0","",""
"1339","Salaatti Ja Sitruskastike","1 ruukku salaattia;2 omenaa;2 kiiviä;1 tlk säilöttyjä mandariininlohkoja;;Sitruskastike;2 rkl appelsiinimehua;1 rkl hunajaa;1 rkl valkoviinietikkaa;suolaa;mustapippurirouhetta","Huuhtele ja kuivaa salaatti. Kuori omenat ja kiivit, leikkaa ne lohkoiksi. Valuta mandariineista neste pois. Kokoa salaatti tarjoiluastiaan tai lautasille.;;Sekoita salaatinkastike appelsiinimehusta, hunajasta ja valkoviinietikasta. Mausta ripauksella suolaa ja mustapippuria. Tarjoile kastike salaatin kanssa tai sekoita joukkoon.","","","Ei testattu","Laktoositon;Gluteiiniton;Sokeriton;Munaton","","Salaatti (viherlisäke)","Koko vuosi","","","0","Lisäkeruoka","0","",""
"1340","Välimeren Broileria Ja Täytettyjä Paprikoita","1 rs (450 g) maustamattomia broilerinrintafileitä;1/2 sitruunan mehu;ripaus suolaa;ripaus mustapippuria;noin 2 rkl Välimeren tomaatti-paprikatahnaa tai tomaattipyrettä;noin 2 rkl pinjansiemeniä;;Täytetyt paprikat;2 keltaista paprikaa;noin 2 rkl Välimeren tomaatti-paprikatahnaa tai tomaattipyrettä ja rosmariinia;2 pientä tomaattia;1/2 tl Provence Mix -yrttisekoitusta;noin 100 g vuohenjuustoa (Sainte Maure, Riblaire);juoksevaa hunajaa;;Koristeeksi ruohosipulia","Nosta broilerinfileet voideltuun uunivuokaan. Mausta sitruunan mehulla, suolalla ja pippurilla. Levitä päälle tomaattipaprikatahnaa ja ripottele pinnalle pinjansiemeniä.;Halkaise paprikat pitkittäin ja poista siemenet. Levitä tomaattipaprikatahnaa paprikoiden sisäpuolelle. Puolita tomaatit ja täytä paprikat tomaateilla. Ripottele tomaattien päälle Provencen yrttisekoitusta. Viipaloi vuohenjuusto ja nosta viipaleet paprikoiden päälle. Valuta pinnalle hieman hunajaa. Nosta paprikat uunivuokaan. Kypsennä broilereita ja paprikoita 200-asteisessa uunissa noin 25 minuuttia.;;Koristele broilerit hienonnetulla ruohosipulilla. Tarjoa lisäksi keitettyjä perunoita.","Helpot täytetyt paprikat","15.7.2006","Hyvä","Laktoositon;Gluteiiniton;Munaton;Kevyt","","Grilliruoan/lihan lisäke;Kanaruoka","Koko vuosi","","Välimerellinen","0","Pääruoka","0","",""
"1341","Shish Kebab","4 vihreää tuoretta chiliä;1 sipuli;nippu tuoretta korianteria;1 kg jauhelihaa;(1 muna);4 rkl vehnä- tai soijajauhoja;2 rkl maitojauhetta;1 tl punaista chilijauhetta;1 tl kardemummaa;1 tl mustapippuria;1 t garam masalaa;1 tl suolaa;;Paistamiseen 2 rkl ruokaöljyä","Poista chileistä siemenet. Hienonna ne, sekä sipuli ja korianteri. Sekoita jauhelihan joukkoon (muna), jauhot, chili, sipulija korianterisilppu sekä mausteet. Anna massan vetäytyä kylmässä kaksi tuntia.;;Puristele taikina pitkulaisiksi makkaroiksi grillivartaiden ympärille. ;;Kebabit voi grillata normaalisti ja voidella niitä grillauksen aikana öljyllä. Toinen vaihtoehto on paahtaa nopeasti avotulella ja sen jälkeen paistaa kypsiksi öljyssä suurella laakealla rautapannulla. Tai paistaa ne uunissa.","","19.9.2009","Hyvä","Laktoositon;Gluteiiniton;Sokeriton;Kevyt","Lauri","Grillattavaa;Jauheliharuoka","Kesä","korianteri","Pakistan","0","Pääruoka","0","",""
"1342","Jauheliha-Kasvispata","2 sipulia;2 valkosipulinkynttä;1 keltainen paprika;1 punainen paprika;1 kesäkurpitsa;400 g jauhelihaa;1 tlk tomaattimurskaa;2 tl pizzamaustetta;1 tl suolaa;1/2 tl mustapippurirouhetta;(1 tl chilijauhetta)","Kuori ja hienonna sipulit ja valkosipulinkynnet. Pese paprikat, poista siemenet ja kuutioi paprikat. Pese kesäkurpitsa ja paloittele se. Paista jauheliha korkeareunaisessa paistinpannussa tai padassa. Lisää sipuli ja valkosipuli ja paista käännellen. Lisää paprikat, kesäkurpitsa, tomaattimurska ja mausteet. Kypsennä noin 15 minuuttia välillä sekoittaen ja tarjoile pata riisin kanssa.","","","Ei testattu","Laktoositon;Gluteiiniton;Sokeriton;Munaton","","Jauheliharuoka","Koko vuosi","","","0","Pääruoka","0","",""
"1343","Sitruuna-Yrttipasta","1 sitruuna ja sen kuori raastettuna;1 rkl hunajaa;2 dl ruokakermaa;runsaasti basilikaa ja timjamia hienonnettuna;rouhittua mustapippuria;parmesaaniraastetta;;(paistettuja sieniä, broilerisuikaleita+chiliä ja mustapippuria tai keitettyjä kasviksia)","Pese sitruunat hyvin lämpimällä vedellä ja harjalla, raasta kuori ja purista mehu.;;Pane mehu ja kuoriraaste kattilaan, lisää hunaja, timjami ja kerma ja kuumenna. Kun kerma on hiukan paksuuntunut, lisää basilika joukkoon.;;Keitä pasta kypsäksi ja lisää kastike valutetun pastan joukkoon. Rouhi päälle mustapippuria ja raasta parmesaania.","","11.12.2006","Hyvä","Laktoositon;Munaton","Lauri","Pasta","Kesä","basilika;timjami","","0","Alkuruoka","0","",""
"1344","Sipulikeitto","8 sipulia;1-2 valkosipulin kynttä hienonnettuna;2 oksaa tuoretta timjamia;1 rkl voita;2 rkl öljyä;3 dl kuivaa valkoviiniä;1,2 dl kasvis- kana- tai lihalientä;jauhettua mustapippuria;suolaa;;Lisäksi;paahdettua vaaleaa leipää;juustoraastetta","Kuori ja leikkaa sipulit ohuiksi suikaleiksi. Kuullota sipulit, valkosipuli ja timjami öljy-voi-seoksessa. Lisää valkoviini, liemi ja mustapippuri. Hauduta hiljaisella tulella noin 30-60 minuuttia. ;;Ripottele paahdetun leipäviipaleen päälle juustoraastetta ja kuorruta nopeasti kuumassa uunissa tai grillissä. Leikkaa leipä kolmioiksi ja nosta juuri ennen tarjoilua keiton päälle tai tarjoa erikseen.","","12.12.2006","Hyvä","Laktoositon;Munaton;Kevyt","","Keitto","Kesä","timjami","","0","Alkuruoka;Iltapalaruoka","0","",""
"1346","Tomaatti-Munakoisopasta","1 munakoiso;suolaa;500 g kirsikkatomaattia;1 kokonainen valkosipuli;öljyä;timjamia ja oreganoa;mustapippuria, suolaa;;500 g spagettia;3 l vettä;1 rkl öljyä;1 rkl balsamietikkaa;1 rkl kasvisfondia ;(0,5 dl tomaattimehua);;Päälle Parmesan-juustoraastetta;;(Paistettuja broilerin rintafileitä)","Huuhtele munakoiso, poista kanta ja leikkaa kuutioiksi. Sekoita kuutioiden joukkoon suolaa ja anna karvaan nesteen muodostua helmiksi pinnalle 15 minuutin ajan. Huuhtele tomaatit ja halkaise, poista halutessasi kantaosa. Aseta tomaatinpuolikkaat leivinpaperilla suojatulle uunipellille leikkauspinta ylöspäin. Kuori valkosipulinkynnet ja laita kasaan pellille. Kuivaa munakoisokuutiot talouspaperilla ja levitä pellille. Sivele kaikille kasviksille öljyä. Ripottele päälle mausteita. Paahda kasviksia uunissa 225 C lämpötilassa noin 15 minuuttia. ;;Keitä tällä välin pasta runsaassa, suolalla maustetussa vedessä, jossa on hiukan öljyä. Tarkista keittoaika pakkauksesta. Valuta kypsä spagetti, laita takaisin kattilaan ja sekoita joukkoon balsamietikka ja kasvisfondi. ;;Viipaloi valkosipulin kynnet ja lisää kaikki kasvikset (ja tomaattimehu) spagetin joukkoon. Tarjoa raastetun parmesanjuuston ja patongin kera.;;Tätä ohjetta voit muuntaa helposti kun vaihtelet paahdettavia kasviksia.","","27.6.2007","Hyvä","Laktoositon;Munaton","","Kasvisruoka;Pasta","Koko vuosi","timjami;oregano","","0","Pääruoka","0","",""
